id,run_length,sexy,price,start_time,end_time,workerid,censored,other
310,0,False,0.15,2013-04-20 01:39:31,2013-04-20 01:39:31,AYFD78FXIRIZS,True,None
311,0,False,0.3,2013-04-20 01:23:51,2013-04-20 01:23:51,ABW7WZONWDBVZ,True,None
312,0,False,0.3,2013-04-20 01:06:51,2013-04-20 01:06:51,A1EHP8HYCUPRJ9,True,None
314,0,True,0.3,2013-04-20 02:48:16,2013-04-20 02:48:16,A164OKBH8TBFF8,True,None
315,2,False,0.15,2013-04-20 01:52:14,2013-04-20 02:05:14,AXKJFXH63C1J0,True,None
316,0,False,0.15,2013-04-20 01:01:40,2013-04-20 01:01:40,A2FNF3DVOCLJX4,True,None
317,0,False,0.3,2013-04-20 02:47:36,2013-04-20 02:47:36,A22M3QOZHBUB7I,True,None
318,0,True,0.3,2013-04-20 01:22:29,2013-04-20 01:22:29,A2PIH3IIU8JINE,True,None
319,0,True,0.3,2013-04-20 02:20:18,2013-04-20 02:20:18,A27ZZCI4LRCBU7,True,None
320,0,True,0.3,2013-04-20 00:57:46,2013-04-20 00:57:46,A1IU5OP7BBZHZ7,True,None
321,0,True,0.15,2013-04-20 01:57:10,2013-04-20 01:57:10,A3EJ44J2ZNRMDA,True,None
322,0,True,0.15,2013-04-20 01:21:36,2013-04-20 01:21:36,A2YTOX7SEDJ1TC,True,None
323,0,False,0.3,2013-04-20 00:52:58,2013-04-20 00:52:58,A2WP0GEVWEIQC2,True,None
324,0,False,0.3,2013-04-20 01:59:25,2013-04-20 01:59:25,A12GGPMGR1H9AM,True,None
325,0,True,0.3,2013-04-20 02:19:59,2013-04-20 02:19:59,A2QGQOWEM9G55,True,None
